Uid,Sid,Key,Time,Category,Value,UpdateTime
6598522265,xiaomisports_app,outdoor_running,1684868418,running,"{""time"":1684868418,""timezone"":4,""version"":1,""start_time"":1684868418,""end_time"":1684869444,""proto_type"":1,""sport_type"":1,""duration"":1026,""distance"":3255,""calories"":222,""max_pace"":239,""min_pace"":1715,""avg_pace"":314,""max_speed"":15.004801,""steps"":2779,""max_cadence"":0,""avg_cadence"":163,""avg_hrm"":160,""max_hrm"":175,""min_hrm"":99,""rise_height"":0,""fall_height"":0,""avg_height"":0,""max_height"":0,""min_height"":0}",1700523813
6598522265,xiaomisports_app,outdoor_running,1684949734,running,"{""time"":1684949734,""timezone"":4,""version"":1,""start_time"":1684949734,""end_time"":1684952632,""proto_type"":1,""sport_type"":1,""duration"":2898,""distance"":10021,""calories"":672,""max_pace"":213,""min_pace"":1377,""avg_pace"":289,""max_speed"":16.848,""steps"":8213,""max_cadence"":11280,""avg_cadence"":170,""avg_hrm"":173,""max_hrm"":183,""min_hrm"":106,""rise_height"":0,""fall_height"":0,""avg_height"":137,""max_height"":137,""min_height"":137}",1700523812
6598522265,xiaomisports_app,outdoor_running,1685038724,running,"{""time"":1685038724,""timezone"":4,""version"":1,""start_time"":1685038724,""end_time"":1685040196,""proto_type"":1,""sport_type"":1,""duration"":1471,""distance"":5280,""calories"":349,""max_pace"":207,""min_pace"":1226,""avg_pace"":278,""max_speed"":17.316,""steps"":4191,""max_cadence"":11040,""avg_cadence"":171,""avg_hrm"":173,""max_hrm"":183,""min_hrm"":101,""rise_height"":0,""fall_height"":0,""avg_height"":141,""max_height"":141,""min_height"":141}",1700523812
6598522265,xiaomisports_app,outdoor_running,1685040333,running,"{""time"":1685040333,""timezone"":4,""version"":1,""start_time"":1685040333,""end_time"":1685040708,""proto_type"":1,""sport_type"":1,""duration"":375,""distance"":1116,""calories"":78,""max_pace"":236,""min_pace"":2237,""avg_pace"":334,""max_speed"":15.191999,""steps"":1038,""max_cadence"":10800,""avg_cadence"":166,""avg_hrm"":160,""max_hrm"":175,""min_hrm"":107,""rise_height"":0,""fall_height"":0,""avg_height"":147,""max_height"":147,""min_height"":147}",1700523811
6598522265,xiaomisports_app,outdoor_running,1685041064,running,"{""time"":1685041064,""timezone"":4,""version"":1,""start_time"":1685041064,""end_time"":1685041959,""proto_type"":1,""sport_type"":1,""duration"":894,""distance"":2011,""calories"":149,""max_pace"":271,""min_pace"":3773,""avg_pace"":444,""max_speed"":13.255199,""steps"":1915,""max_cadence"":0,""avg_cadence"":130,""avg_hrm"":139,""max_hrm"":174,""min_hrm"":76,""rise_height"":0,""fall_height"":0,""avg_height"":0,""max_height"":0,""min_height"":0}",1700523811
6598522265,xiaomisports_app,outdoor_running,1685256239,running,"{""time"":1685256239,""timezone"":4,""version"":1,""start_time"":1685256239,""end_time"":1685257091,""proto_type"":1,""sport_type"":1,""duration"":852,""distance"":2554,""calories"":179,""max_pace"":220,""min_pace"":6172,""avg_pace"":333,""max_speed"":16.3044,""steps"":2262,""max_cadence"":11160,""avg_cadence"":159,""avg_hrm"":160,""max_hrm"":180,""min_hrm"":100,""rise_height"":0,""fall_height"":0,""avg_height"":148,""max_height"":148,""min_height"":148}",1700523811
6598522265,xiaomisports_app,outdoor_running,1685257274,running,"{""time"":1685257274,""timezone"":4,""version"":1,""start_time"":1685257274,""end_time"":1685257822,""proto_type"":1,""sport_type"":1,""duration"":549,""distance"":1266,""calories"":94,""max_pace"":306,""min_pace"":2083,""avg_pace"":432,""max_speed"":11.7468,""steps"":1311,""max_cadence"":10320,""avg_cadence"":145,""avg_hrm"":144,""max_hrm"":166,""min_hrm"":81,""rise_height"":0,""fall_height"":0,""avg_height"":140,""max_height"":140,""min_height"":140}",1700523810
6598522265,xiaomisports_app,outdoor_walking,1685257885,walking,"{""time"":1685257885,""timezone"":4,""version"":1,""start_time"":1685257885,""end_time"":1685259990,""proto_type"":2,""sport_type"":2,""duration"":2106,""distance"":6119,""calories"":433,""max_pace"":236,""min_pace"":1418,""avg_pace"":343,""max_speed"":15.213599,""steps"":5610,""max_cadence"":0,""avg_cadence"":160,""avg_hrm"":160,""max_hrm"":178,""min_hrm"":107,""rise_height"":0,""fall_height"":0,""avg_height"":0,""max_height"":0,""min_height"":0}",1700523809
6598522265,xiaomisports_app,outdoor_running,1685297386,running,"{""time"":1685297386,""timezone"":4,""version"":1,""start_time"":1685297386,""end_time"":1685300584,""proto_type"":1,""sport_type"":1,""duration"":3038,""distance"":10024,""calories"":715,""max_pace"":206,""min_pace"":2032,""avg_pace"":303,""max_speed"":17.467201,""steps"":8489,""max_cadence"":0,""avg_cadence"":168,""avg_hrm"":166,""max_hrm"":190,""min_hrm"":100,""rise_height"":0,""fall_height"":0,""avg_height"":0,""max_height"":0,""min_height"":0}",1700523808
6598522265,xiaomisports_app,outdoor_running,1685352555,running,"{""time"":1685352555,""timezone"":4,""version"":1,""start_time"":1685352555,""end_time"":1685355980,""proto_type"":1,""sport_type"":1,""duration"":3425,""distance"":10014,""calories"":730,""max_pace"":238,""min_pace"":1848,""avg_pace"":341,""max_speed"":15.066,""steps"":8932,""max_cadence"":0,""avg_cadence"":156,""avg_hrm"":161,""max_hrm"":174,""min_hrm"":118,""rise_height"":0,""fall_height"":0,""avg_height"":0,""max_height"":0,""min_height"":0}",1700523808
