name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Warszaw,2023-11-16,3.8,0.1,2.1,1.1,-2.5,-0.3,0.9,92.1,0,0,0,,0,0,46.8,15.1,151.5,1014.9,80.7,8.2,21,1.7,1,10,2023-11-16T06:57:48,2023-11-16T15:42:59,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-17,3.9,0.4,2.2,0.5,-2.9,-1.2,0.6,89.3,1.159,100,8.33,"rain,snow",0.9,0.2,23.8,17.6,83.8,1012.6,90.2,10.8,9,0.7,0,10,2023-11-17T06:59:33,2023-11-17T15:41:37,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-18,0.6,-0.6,0,-0.3,-4.3,-3.3,-0.9,93.9,3.573,100,8.33,"rain,snow",3.7,1.7,23,14.4,23.9,1021.3,93,5.8,14.7,1.2,1,10,2023-11-18T07:01:18,2023-11-18T15:40:18,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-19,0.9,-0.3,0.3,-0.2,-4.6,-2.9,-0.7,93.1,0.869,100,4.17,"rain,snow",1.9,2,28.1,19.2,136.6,1015,94.6,7.7,15,1.2,1,10,2023-11-19T07:03:02,2023-11-19T15:39:01,0.22,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-20,2.4,0.6,1.3,-0.5,-3.9,-2.1,0.8,96.2,4.829,100,8.33,rain,0.4,1,54,17.8,99.8,1006.8,96.9,5,11.6,1,1,10,2023-11-20T07:04:44,2023-11-20T15:37:47,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-21,-0.1,-2,-1.2,-3.9,-7.3,-5.5,-2.8,89,1.063,100,8.33,"rain,snow",1.3,0.7,57.6,18.3,53.5,1013.8,94,8.6,13.6,1.1,1,10,2023-11-21T07:06:26,2023-11-21T15:36:35,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-22,-0.2,-5.5,-2.9,-0.2,-10.3,-6.2,-7.7,69.9,0,0,0,,0,2,27,18.1,25.6,1026.1,53.8,17.2,60.6,5.4,3,10,2023-11-22T07:08:07,2023-11-22T15:35:26,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-23,7.5,-3.2,2.3,3.3,-7.4,-2.2,0,85.2,1.932,100,4.17,"rain,snow",0.6,0.3,64.9,35.8,242,1006.3,92.2,12.1,5.7,0.6,0,10,2023-11-23T07:09:47,2023-11-23T15:34:20,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-24,5.9,0.1,3.3,1.6,-3.8,-1.2,-0.3,77.6,9.658,100,4.17,"rain,snow",0.2,0,61.4,31.1,263.4,991,68.5,18.9,23.3,2,2,10,2023-11-24T07:11:25,2023-11-24T15:33:16,0.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-25,1.7,-0.2,0.4,-2,-5.7,-4.1,-1.3,88.6,1.449,100,8.33,"rain,snow",0.3,0.3,39.6,26.2,273.6,996,91.1,15.3,11.8,1,1,10,2023-11-25T07:13:02,2023-11-25T15:32:16,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-26,0.4,-1.9,-0.9,-5,-7.5,-6.4,-3.6,82.3,0.193,100,4.17,"rain,snow",0,1.4,46.8,27.2,286.5,1005.2,84.1,18.2,43.1,3.7,3,10,2023-11-26T07:14:38,2023-11-26T15:31:18,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-27,-1,-1.9,-1.2,-3,-7.5,-5.4,-3.1,86.8,0.097,100,4.17,"rain,snow",0.9,1.2,39.6,21.3,272.8,1005.7,92.7,11.4,16,1.4,1,10,2023-11-27T07:16:12,2023-11-27T15:30:23,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-28,-1.1,-3.4,-2.3,-1.4,-8.6,-5.9,-4.5,84.7,0,0,0,,0,2.7,27.7,16.2,43.4,999.9,78.5,8.4,23.9,2,1,10,2023-11-28T07:17:45,2023-11-28T15:29:31,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-29,-2.3,-6.6,-3.9,-5.4,-11.2,-8.3,-6.2,84.1,0,0,0,,0,2.3,28.4,17.7,271,1006,75.6,9.9,31,2.7,2,10,2023-11-29T07:19:16,2023-11-29T15:28:42,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-11-30,1,-6.8,-2.7,-1.2,-11,-5,-4.9,85.6,0.097,100,4.17,snow,0.2,0.3,22,9.3,173,1004.7,66.9,8.9,24.2,2.2,2,10,2023-11-30T07:20:46,2023-11-30T15:27:57,0.6,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-01,-2.4,-6.5,-4.8,-2.4,-9.9,-6.6,-5.6,93.9,0,0,0,,0,0.2,15.8,9.9,270.4,1005.1,82,3.9,7.2,0.5,0,10,2023-12-01T07:22:13,2023-12-01T15:27:14,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-02,-2.4,-5,-3.4,-4.2,-8.6,-6.5,-4.5,92.1,0,0,0,snow,2.3,0.5,23,18,14.2,1006.9,94.3,4.6,8.9,0.8,0,10,2023-12-02T07:23:39,2023-12-02T15:26:35,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-03,-0.5,-3.3,-2.1,-4,-9.3,-6.8,-3.4,91.3,2.318,100,8.33,"rain,snow",1.9,4.5,39.6,21.4,275.6,1014.9,90.2,7.4,5.2,0.6,0,10,2023-12-03T07:25:03,2023-12-03T15:25:58,0.69,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-04,-1.3,-7.9,-3.2,-3.5,-12.2,-7.1,-5,87.6,0.097,100,4.17,snow,0.6,6,31,20.1,246.1,1021.1,75,9.1,8.3,0.7,1,10,2023-12-04T07:26:25,2023-12-04T15:25:26,0.73,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-05,-2.6,-8.1,-5.5,-7.7,-12.7,-10.8,-7.8,83.9,0,0,0,,0,6.1,23.8,17.2,96.6,1017.7,55.2,9.4,34.3,2.9,2,10,2023-12-05T07:27:44,2023-12-05T15:24:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-06,-1.9,-5,-3.2,-6,-10.7,-8.7,-5,88,0,0,0,,0,5.9,27.4,21.3,98.4,1018.5,96.3,7.8,11.2,1,1,10,2023-12-06T07:29:02,2023-12-06T15:24:30,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-07,-0.2,-2.1,-1.1,-4.2,-7.2,-5.4,-2.2,91.9,0.676,100,8.33,"rain,snow",1.9,6.9,21.6,16.3,88,1021.1,94.2,5.9,11.1,0.9,1,10,2023-12-07T07:30:17,2023-12-07T15:24:07,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-08,-2.1,-4,-3.1,-7,-10.5,-8.4,-4.8,88.2,0,0,0,,0,7.3,25.6,21,122,1021.2,96.3,7,12.4,1,1,10,2023-12-08T07:31:29,2023-12-08T15:23:48,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-09,-0.2,-4,-2,-3.6,-8.8,-6.2,-2.7,94.4,1.932,100,4.17,"rain,snow",1.5,7.5,25.6,15.7,137.7,1016.5,96.6,4.4,6.8,0.6,0,10,2023-12-09T07:32:39,2023-12-09T15:23:32,0.89,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-10,1.1,-1.9,-0.4,-2.3,-7.4,-4.6,-1.8,90.2,0.097,100,4.17,"rain,snow",0.2,8,26.6,18.4,134.5,1009.5,90.6,7.5,13.9,1.1,1,10,2023-12-10T07:33:46,2023-12-10T15:23:19,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-11,4.9,1.7,3.4,2.7,-1.6,0.6,2.4,92.8,2.994,100,8.33,rain,0,6.3,32.5,14.9,169.4,1002.2,88.2,11,6.9,0.7,0,10,2023-12-11T07:34:51,2023-12-11T15:23:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-12,5,3,4.2,3.9,-1.1,2.7,3.7,96.6,1.062,100,8.33,rain,0,1.6,27.4,17.6,253.3,1004.7,95.1,4.9,5.7,0.6,0,10,2023-12-12T07:35:53,2023-12-12T15:23:05,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-13,3.7,2.7,3.2,3.6,-1.2,0.6,2.6,96.1,0.387,100,8.33,rain,0,0.5,23,17.5,83.6,1004.9,93.6,3.9,10,0.8,1,10,2023-12-13T07:36:52,2023-12-13T15:23:03,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-14,2.7,0.6,1.8,0.3,-3.5,-1.4,1.1,95.2,2.511,100,8.33,"rain,snow",2.4,0.8,19.4,14.7,359.1,1010.8,94.9,5.8,5,0.4,0,10,2023-12-14T07:37:49,2023-12-14T15:23:04,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-15,2.8,-0.4,1.1,-1.3,-4.7,-2.7,-0.8,87.1,0.58,100,8.33,"rain,snow",0.8,0.3,31,20.4,272.9,1026.9,84.8,12.5,15,1.1,1,10,2023-12-15T07:38:42,2023-12-15T15:23:09,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-16,6.7,2.8,4.8,3.3,-1.7,1.2,3.3,89.8,0,0,0,rain,0,0.5,43.2,24,259.2,1031.9,93.8,8.6,12.2,1.1,1,10,2023-12-16T07:39:32,2023-12-16T15:23:18,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-17,7.8,5.7,6.8,4.5,1.3,3.1,5.5,91.8,0.194,100,8.33,rain,0,0.3,50.6,30.8,259,1027.9,95.4,8.4,4.4,0.4,0,10,2023-12-17T07:40:19,2023-12-17T15:23:30,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-18,7,5.8,6.3,3.5,1.5,2.7,4.3,87.2,0.097,100,4.17,rain,0,0.3,49.6,29.6,260.3,1024.3,89.9,12.9,9.8,0.8,1,10,2023-12-18T07:41:04,2023-12-18T15:23:46,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-19,8,5.8,6.4,5.8,2.2,3.6,3.6,82.9,2.511,100,8.33,rain,0,0.3,46.8,24.9,249.6,1015.2,86.6,14.3,11.6,1,1,10,2023-12-19T07:41:44,2023-12-19T15:24:05,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-20,5.9,2.9,5.3,3.9,-1.9,2.3,4,91.1,9.755,100,12.5,rain,0,0,50.5,23.6,246.2,1004.8,91.9,13.5,6,0.6,0,10,2023-12-20T07:42:22,2023-12-20T15:24:28,0.27,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-21,6.9,3,4.4,3.1,-0.6,1,2.8,88.9,6.761,100,12.5,rain,0,0,50.4,25.4,215.2,990.6,90.8,15.5,4.2,0.4,0,10,2023-12-21T07:42:56,2023-12-21T15:24:54,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-22,5.1,0,2.9,0.4,-5.6,-2.4,-0.9,76.7,7.726,100,8.33,"rain,snow",0.4,0.1,61.9,34.8,258.2,980,79.7,16.3,15.5,1.3,1,10,2023-12-22T07:43:27,2023-12-22T15:25:23,0.34,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-23,1.8,-0.7,0.6,-4.4,-6.6,-5.3,-3.3,74.9,0.193,100,4.17,"rain,snow",0.4,0.3,60.6,34.7,266.7,989.8,62.5,18.7,21.1,1.9,2,10,2023-12-23T07:43:55,2023-12-23T15:25:56,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-24,8,-1,1.4,4.8,-6.4,-2.1,0,90.8,0.483,100,4.17,"rain,snow",0.4,0.3,39.6,24.8,247.3,999.3,80.5,14.7,12.5,1,1,10,2023-12-24T07:44:19,2023-12-24T15:26:33,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-25,10.1,5.9,8.2,10.1,1.6,4.6,4.4,78,2.897,100,4.17,rain,0,0.1,72,34.9,261.3,996.5,67.4,17.7,16.6,1.4,1,10,2023-12-25T07:44:40,2023-12-25T15:27:13,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-26,10,5,7.3,7,1,4.2,4.5,82.8,2.704,100,4.17,rain,0,0.1,64.8,32.9,255.2,1003.9,70.8,18.2,13.3,1.1,1,10,2023-12-26T07:44:57,2023-12-26T15:27:56,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-27,6,-1.5,3.6,1.6,-2.5,-0.4,0.1,78.1,5.892,100,4.17,rain,0,0,61.2,32.6,263.7,1017.2,73.9,18.1,17.5,1.5,1,10,2023-12-27T07:45:11,2023-12-27T15:28:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-28,7.6,-0.9,3.8,6,-4.6,1.1,0.8,81.4,0,0,0,rain,0,0,46.8,18.7,203.1,1014.9,74.8,16.1,12.8,1.1,1,10,2023-12-28T07:45:21,2023-12-28T15:29:31,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-29,9.5,3,7,7.9,0.4,4.7,2.9,75.2,0,0,0,,0,0,46.8,18.2,220.4,1009.8,74.4,18.9,20.5,1.8,1,10,2023-12-29T07:45:28,2023-12-29T15:30:24,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-30,9.9,5,6.7,7.2,0,3.6,3.1,77.9,1.932,100,4.17,rain,0,0,64.8,31.6,247.1,1009,76.4,19.1,16.3,1.5,2,10,2023-12-30T07:45:32,2023-12-30T15:31:20,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2023-12-31,4.6,-0.2,2.6,2.8,-1.9,0.4,1.3,91.5,0,0,0,,0,0,36,15.5,121.9,1013.3,73.3,12.3,28,2.4,2,10,2023-12-31T07:45:32,2023-12-31T15:32:18,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-01,4.1,1.3,2.8,3.1,-1.1,1.1,2.4,96.9,11.59,100,8.33,rain,0,0,26.3,15.6,252.8,1006,91.4,4,4,0.4,0,10,2024-01-01T07:45:28,2024-01-01T15:33:20,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-02,5.9,3.9,4.4,5.9,0.2,2,3.5,93.8,0.483,100,4.17,rain,0,0,23.8,16.3,210.7,1005.1,86.4,10.2,7.8,0.7,1,10,2024-01-02T07:45:21,2024-01-02T15:34:24,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-03,8,3,5.1,6.1,-0.9,2.7,4.5,95.6,11.782,100,16.67,rain,0,0,39.6,19.3,154.9,993.3,89.7,9.7,4.5,0.5,0,10,2024-01-03T07:45:11,2024-01-03T15:35:32,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-04,8,-1.3,6.1,5.9,-8.7,3.3,5,92.7,3.67,100,8.33,"rain,snow",0.1,0,54,35.6,252.5,993,86.5,17,9,0.7,1,10,2024-01-04T07:44:57,2024-01-04T15:36:42,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-05,-1.1,-2.7,-1.8,-1.1,-9.6,-6,-6.4,71.6,0.29,100,4.17,snow,0.5,0.1,54.4,31.7,288.8,1008.9,87.1,17.8,15.2,1.2,1,10,2024-01-05T07:44:39,2024-01-05T15:37:54,0.8,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-06,-2,-4.1,-2.5,-7.1,-10.5,-7.9,-5.2,82.6,0.869,100,8.33,snow,2.2,2.1,35.3,22.2,58.6,1012.8,87.8,11.9,12.3,1.1,1,10,2024-01-06T07:44:18,2024-01-06T15:39:10,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-07,-5,-10.2,-7.5,-11.2,-17.9,-14.2,-10.8,77.3,0,0,0,,0,2.3,36,22.2,38.1,1019.8,80.6,16.5,11.6,1.1,1,10,2024-01-07T07:43:54,2024-01-07T15:40:27,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-08,-9.5,-13.3,-11.4,-15.7,-20.8,-18.4,-15.6,71.3,0,0,0,,0,2.7,43.2,20.9,30.7,1030.9,43.6,14.2,41.3,3.6,2,10,2024-01-08T07:43:27,2024-01-08T15:41:47,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-09,-6.2,-15,-10.8,-9.4,-18.5,-12.9,-14.7,74.2,0,0,0,,0,3,14.8,7.8,255.9,1037.2,2.8,9.4,42.2,3.7,2,10,2024-01-09T07:42:56,2024-01-09T15:43:10,0.93,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-10,-4.8,-9.3,-7.3,-9.7,-15.5,-12.6,-10.3,79.7,0,0,0,,0,2.8,22.7,18.4,270.3,1031.8,31.8,7.2,31.3,2.7,2,10,2024-01-10T07:42:22,2024-01-10T15:44:34,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-11,1,-6.8,-3.4,-3.9,-13.6,-9.4,-4.7,90.7,0.676,100,4.17,snow,1.3,2.7,46.8,23.7,278.3,1021.6,82,7.8,7.5,0.7,0,10,2024-01-11T07:41:45,2024-01-11T15:46:01,0,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-12,-0.2,-8.4,-3.7,-6.5,-12.7,-8.4,-5.9,84.7,0.386,100,4.17,"rain,snow",0.4,3.2,46.8,32.3,275.4,1021.8,70.2,14.6,24.3,2.2,2,10,2024-01-12T07:41:04,2024-01-12T15:47:29,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-13,0.2,-0.9,-0.2,-2.6,-7,-5.1,-1.5,90.9,0.097,100,4.17,"rain,snow",1.6,4.2,48.2,33.4,264.8,1011.1,95.3,9.1,8.6,0.6,1,10,2024-01-13T07:40:21,2024-01-13T15:49:00,0.07,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-14,1.7,0.3,1.1,-2.8,-4.5,-3.7,-0.4,89.7,1.932,100,8.33,"rain,snow",1.8,5.7,43.2,24.3,250.4,998.1,93.4,13.5,9.2,0.8,1,10,2024-01-14T07:39:34,2024-01-14T15:50:33,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-15,1.5,-1.2,0.6,-2.4,-8.3,-4.3,-1.8,84,0.29,100,8.33,"rain,snow",2.2,6.1,54.4,33.7,238.8,990.5,88.1,12.2,17.3,1.6,1,10,2024-01-15T07:38:44,2024-01-15T15:52:07,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-16,-1.8,-10.5,-5.2,-8.7,-11.6,-9.8,-9.3,73.5,0.386,100,4.17,snow,0,7,54,33.2,268.3,1003.4,52.3,16.8,50.8,4.4,3,10,2024-01-16T07:37:51,2024-01-16T15:53:43,0.17,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-17,-1.1,-7.9,-3.7,-5.5,-12,-8.5,-6.5,81.6,0.097,100,4.17,snow,2.1,8.6,32.4,20.3,135.5,1002.8,75.9,11,38.5,3.3,2,10,2024-01-17T07:36:55,2024-01-17T15:55:20,0.21,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-18,1.7,-1.8,-0.1,-1,-6,-3.8,-1.4,90.9,2.029,100,8.33,"rain,snow",1.7,8.3,25.6,16.3,277.9,992.6,80.3,6.8,20.6,1.6,1,10,2024-01-18T07:35:57,2024-01-18T15:56:59,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-19,0.2,-4.5,-2.2,-3.7,-11,-7.1,-4.8,82.5,0.579,100,4.17,snow,0,8.3,46.8,27.6,261.4,1011.4,82,11.5,50.7,4.3,3,10,2024-01-19T07:34:55,2024-01-19T15:58:40,0.28,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-20,0.9,-2,-0.5,-4.2,-7.4,-5.9,-2.5,86.3,2.511,100,8.33,"rain,snow",2.9,8.9,55.9,29.8,255.9,1019.8,89.7,9.6,13,1.3,1,10,2024-01-20T07:33:51,2024-01-20T16:00:22,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
Warszaw,2024-01-21,1.8,-8.4,-1.3,-0.7,-11.4,-4.1,-3.3,86.8,0.386,100,4.17,"rain,snow",0,9.9,39.6,17.5,177,1030.2,72.6,10.9,31.3,2.8,2,10,2024-01-21T07:32:44,2024-01-21T16:02:05,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
